AGENCY,AWARDIDIDV,BUREAU,CONTRACT_NUMBER,DATASOURCE,DATE,DESCR,FROM_ZIP_CODE,LONGDESCR,MANUFACTURER_NAME,MANUFACTURER_PART_NUMBER,PRICE,PSC,TO_ZIP_CODE,UNIT_OF_ISSUE,UNITS,VENDOR,EXTENDED_PRICE,PRODUCT_DESCRIPTION,QUANTITY,UNSPSC_CODE,ORDERING_PROCESS,PSC_DESCRIPTION,DUNS_NUMBER
DEPARTMENT OF THE NAVY,MOMS00006447898,DEPARTMENT OF THE NAVY,GS-02F-XA002,OS2,2/20/2013,"UNV81236: TAPE,WRITE-ON,1/2X36YD - RL","OTHER, UNDEFINED","UNV81236: TAPE,WRITE-ON,1/2X36YD - RL",UNIVERSAL OFFICE PRODUCTS,UNV81236,0.6,7510,"OTHER, UNDEFINED",RL,90,DOCUMENT IMAGING DIMENSIONS INC.,54,OFFICE SUPPLIES,90,0,DOD EMALL,OFFICE SUPPLIES,38062712
DEPARTMENT OF THE NAVY,MOMS00006448027,DEPARTMENT OF THE NAVY,GS-02F-XA002,OS2,2/20/2013,"NSN0561927: 7510010561927 BNDRRD,SEAL - EA","OTHER, UNDEFINED","NSN0561927: 7510010561927 BNDRRD,SEAL - EA",AbilityOne,NSN0561927,4.31,7510,"OTHER, UNDEFINED",EA,50,DOCUMENT IMAGING DIMENSIONS INC.,215.5,OFFICE SUPPLIES,50,0,DOD EMALL,OFFICE SUPPLIES,38062712
DEPARTMENT OF THE NAVY,MOMS00006448116,DEPARTMENT OF THE NAVY,GS-02F-XA002,OS2,2/20/2013,"NSN2074196: 7520012074196,STAMP,AP,BE - EA","OTHER, UNDEFINED","NSN2074196: 7520012074196,STAMP,AP,BE - EA",AbilityOne,NSN2074196,8.75,7510,"OTHER, UNDEFINED",EA,1,DOCUMENT IMAGING DIMENSIONS INC.,8.75,OFFICE SUPPLIES,1,0,DOD EMALL,OFFICE SUPPLIES,38062712
DEPARTMENT OF THE NAVY,MOMS00006448116,DEPARTMENT OF THE NAVY,GS-02F-XA002,OS2,2/20/2013,"NSN4471353: 7530014471353,PADS - DZ","OTHER, UNDEFINED","NSN4471353: 7530014471353,PADS - DZ",AbilityOne,NSN4471353,15.11,7510,"OTHER, UNDEFINED",DZ,4,DOCUMENT IMAGING DIMENSIONS INC.,60.44,OFFICE SUPPLIES,4,0,DOD EMALL,OFFICE SUPPLIES,38062712
DEPARTMENT OF THE NAVY,MOMS00006448159,DEPARTMENT OF THE NAVY,GS-02F-XA002,OS2,2/20/2013,BRTTZE141: 3/4 Tape Lamin Bk on Clear - PK,"OTHER, UNDEFINED",BRTTZE141: 3/4 Tape Lamin Bk on Clear - PK,BROTHER INTL. CORP.,BRTTZE141,15.51,7510,"OTHER, UNDEFINED",PK,6,DOCUMENT IMAGING DIMENSIONS INC.,93.06,OFFICE SUPPLIES,6,0,DOD EMALL,OFFICE SUPPLIES,38062712
DEPARTMENT OF THE NAVY,MOMS00006448302,DEPARTMENT OF THE NAVY,GS-02F-XA002,OS2,2/20/2013,"HEWCE260AG: TONER,F/HP CP4025 GOVT,BK - EA","OTHER, UNDEFINED","HEWCE260AG: TONER,F/HP CP4025 GOVT,BK - EA",Hewlett Packard,HEWCE260AG,118.47,7510,"OTHER, UNDEFINED",EA,3,DOCUMENT IMAGING DIMENSIONS INC.,355.41,OFFICE SUPPLIES,3,0,DOD EMALL,OFFICE SUPPLIES,38062712
DEPARTMENT OF THE NAVY,MOMS00006448302,DEPARTMENT OF THE NAVY,GS-02F-XA002,OS2,2/20/2013,"HEWCE261AG: TONER,F/HP CP4025 GOV,CN - EA","OTHER, UNDEFINED","HEWCE261AG: TONER,F/HP CP4025 GOV,CN - EA",Hewlett Packard,HEWCE261AG,214.71,7510,"OTHER, UNDEFINED",EA,2,DOCUMENT IMAGING DIMENSIONS INC.,429.42,OFFICE SUPPLIES,2,0,DOD EMALL,OFFICE SUPPLIES,38062712
DEPARTMENT OF THE NAVY,MOMS00006448302,DEPARTMENT OF THE NAVY,GS-02F-XA002,OS2,2/20/2013,"HEWCE262AG: TONER,F/HP CP4025 GOV,YL - EA","OTHER, UNDEFINED","HEWCE262AG: TONER,F/HP CP4025 GOV,YL - EA",Hewlett Packard,HEWCE262AG,214.71,7510,"OTHER, UNDEFINED",EA,2,DOCUMENT IMAGING DIMENSIONS INC.,429.42,OFFICE SUPPLIES,2,0,DOD EMALL,OFFICE SUPPLIES,38062712
DEPARTMENT OF THE NAVY,MOMS00006448302,DEPARTMENT OF THE NAVY,GS-02F-XA002,OS2,2/20/2013,"HEWCE263AG: TONER,F/HP CP4025 GOV,MG - EA","OTHER, UNDEFINED","HEWCE263AG: TONER,F/HP CP4025 GOV,MG - EA",Hewlett Packard,HEWCE263AG,214.71,7510,"OTHER, UNDEFINED",EA,2,DOCUMENT IMAGING DIMENSIONS INC.,429.42,OFFICE SUPPLIES,2,0,DOD EMALL,OFFICE SUPPLIES,38062712
DEPARTMENT OF THE NAVY,MOMS00006448313,DEPARTMENT OF THE NAVY,GS-02F-XA002,OS2,2/20/2013,"HEWCB385A: DRUM,F/CP6015,CYN - EA","OTHER, UNDEFINED","HEWCB385A: DRUM,F/CP6015,CYN - EA",Hewlett Packard,HEWCB385A,318.49,7510,"OTHER, UNDEFINED",EA,1,DOCUMENT IMAGING DIMENSIONS INC.,318.49,OFFICE SUPPLIES,1,0,DOD EMALL,OFFICE SUPPLIES,38062712
DEPARTMENT OF THE NAVY,MOMS00006448354,DEPARTMENT OF THE NAVY,GS-02F-XA002,OS2,2/20/2013,"HEWCE260X: TONER,F/HP CP4525,BK - EA","OTHER, UNDEFINED","HEWCE260X: TONER,F/HP CP4525,BK - EA",HEWLETT PACKARD,HEWCE260X,187.38,7510,"OTHER, UNDEFINED",EA,3,DOCUMENT IMAGING DIMENSIONS INC.,562.14,OFFICE SUPPLIES,3,0,DOD EMALL,OFFICE SUPPLIES,38062712
DEPARTMENT OF THE NAVY,MOMS00006448354,DEPARTMENT OF THE NAVY,GS-02F-XA002,OS2,2/20/2013,"HEWCE261AG: TONER,F/HP CP4025 GOV,CN - EA","OTHER, UNDEFINED","HEWCE261AG: TONER,F/HP CP4025 GOV,CN - EA",Hewlett Packard,HEWCE261AG,214.71,7510,"OTHER, UNDEFINED",EA,3,DOCUMENT IMAGING DIMENSIONS INC.,644.13,OFFICE SUPPLIES,3,0,DOD EMALL,OFFICE SUPPLIES,38062712
DEPARTMENT OF THE NAVY,MOMS00006448354,DEPARTMENT OF THE NAVY,GS-02F-XA002,OS2,2/20/2013,"HEWCE262AG: TONER,F/HP CP4025 GOV,YL - EA","OTHER, UNDEFINED","HEWCE262AG: TONER,F/HP CP4025 GOV,YL - EA",Hewlett Packard,HEWCE262AG,214.71,7510,"OTHER, UNDEFINED",EA,3,DOCUMENT IMAGING DIMENSIONS INC.,644.13,OFFICE SUPPLIES,3,0,DOD EMALL,OFFICE SUPPLIES,38062712
DEPARTMENT OF THE NAVY,MOMS00006448354,DEPARTMENT OF THE NAVY,GS-02F-XA002,OS2,2/20/2013,"HEWCE263AG: TONER,F/HP CP4025 GOV,MG - EA","OTHER, UNDEFINED","HEWCE263AG: TONER,F/HP CP4025 GOV,MG - EA",Hewlett Packard,HEWCE263AG,214.71,7510,"OTHER, UNDEFINED",EA,2,DOCUMENT IMAGING DIMENSIONS INC.,429.42,OFFICE SUPPLIES,2,0,DOD EMALL,OFFICE SUPPLIES,38062712
DEPARTMENT OF THE NAVY,MOMS00006448405,DEPARTMENT OF THE NAVY,GS-02F-XA002,OS2,2/22/2013,7510012360059: Document Protectors 50pk - BX,"OTHER, UNDEFINED",7510012360059: Document Protectors 50pk - BX,AbilityOne,7.51001E+12,5.27,7510,"OTHER, UNDEFINED",BX,10,DOCUMENT IMAGING DIMENSIONS INC.,52.7,OFFICE SUPPLIES,10,0,DOD EMALL,OFFICE SUPPLIES,38062712
DEPARTMENT OF THE NAVY,MOMS00006448614,DEPARTMENT OF THE NAVY,GS-02F-XA002,OS2,2/21/2013,7530008893555: Folder LTR SC Kraft 2ply 1Fas - C,"OTHER, UNDEFINED",7530008893555: Folder LTR SC Kraft 2ply 1Fas - C,AbilityOne,7.53001E+12,31.41,7510,"OTHER, UNDEFINED",HU,2,DOCUMENT IMAGING DIMENSIONS INC.,62.82,OFFICE SUPPLIES,2,0,DOD EMALL,OFFICE SUPPLIES,38062712
DEPARTMENT OF THE NAVY,MOMS00006448614,DEPARTMENT OF THE NAVY,GS-02F-XA002,OS2,2/21/2013,"NSN3982473: 7930013982473,DUSTER - BX","OTHER, UNDEFINED","NSN3982473: 7930013982473,DUSTER - BX",AbilityOne,NSN3982473,19.51,7510,"OTHER, UNDEFINED",BX,1,DOCUMENT IMAGING DIMENSIONS INC.,19.51,OFFICE SUPPLIES,1,0,DOD EMALL,OFFICE SUPPLIES,38062712
DEPARTMENT OF THE NAVY,MOMS00006448614,DEPARTMENT OF THE NAVY,GS-02F-XA002,OS2,2/21/2013,"NSN4457225: 7520014457225 PENRTR,MTBK - DZ","OTHER, UNDEFINED","NSN4457225: 7520014457225 PENRTR,MTBK - DZ",AbilityOne,NSN4457225,11.78,7510,"OTHER, UNDEFINED",DZ,3,DOCUMENT IMAGING DIMENSIONS INC.,35.34,OFFICE SUPPLIES,3,0,DOD EMALL,OFFICE SUPPLIES,38062712
DEPARTMENT OF THE NAVY,MOMS00006448614,DEPARTMENT OF THE NAVY,GS-02F-XA002,OS2,2/21/2013,NSN5144911: 7530015144911 LBLW.5X1.75 - BX,"OTHER, UNDEFINED",NSN5144911: 7530015144911 LBLW.5X1.75 - BX,AbilityOne,NSN5144911,24.54,7510,"OTHER, UNDEFINED",BX,1,DOCUMENT IMAGING DIMENSIONS INC.,24.54,OFFICE SUPPLIES,1,0,DOD EMALL,OFFICE SUPPLIES,38062712
DEPARTMENT OF THE NAVY,MOMS00006448614,DEPARTMENT OF THE NAVY,GS-02F-XA002,OS2,2/21/2013,"NSN5194372: 7520015194372,MARKER,BK - DZ","OTHER, UNDEFINED","NSN5194372: 7520015194372,MARKER,BK - DZ",AbilityOne,NSN5194372,10.16,7510,"OTHER, UNDEFINED",DZ,3,DOCUMENT IMAGING DIMENSIONS INC.,30.48,OFFICE SUPPLIES,3,0,DOD EMALL,OFFICE SUPPLIES,38062712
DEPARTMENT OF THE NAVY,MOMS00006448614,DEPARTMENT OF THE NAVY,GS-02F-XA002,OS2,2/21/2013,"NSN5194374: 7520015194374,MRKR,1DZ,RD - DZ","OTHER, UNDEFINED","NSN5194374: 7520015194374,MRKR,1DZ,RD - DZ",AbilityOne,NSN5194374,10.72,7510,"OTHER, UNDEFINED",DZ,1,DOCUMENT IMAGING DIMENSIONS INC.,10.72,OFFICE SUPPLIES,1,0,DOD EMALL,OFFICE SUPPLIES,38062712
DEPARTMENT OF THE NAVY,MOMS00006448614,DEPARTMENT OF THE NAVY,GS-02F-XA002,OS2,2/21/2013,"UNV83436: TAPE,WRITE ON,3/4X36YD - RL","OTHER, UNDEFINED","UNV83436: TAPE,WRITE ON,3/4X36YD - RL",UNIVERSAL OFFICE PRODUCTS,UNV83436,0.63,7510,"OTHER, UNDEFINED",RL,12,DOCUMENT IMAGING DIMENSIONS INC.,7.56,OFFICE SUPPLIES,12,0,DOD EMALL,OFFICE SUPPLIES,38062712
DEPARTMENT OF THE NAVY,MOMS00006448776,DEPARTMENT OF THE NAVY,GS-02F-XA002,OS2,2/21/2013,"HEWC8061X: TONER,F/LJ 4100,HIGH CAP - EA","OTHER, UNDEFINED","HEWC8061X: TONER,F/LJ 4100,HIGH CAP - EA",Hewlett Packard,HEWC8061X,87.13,7510,"OTHER, UNDEFINED",EA,1,DOCUMENT IMAGING DIMENSIONS INC.,87.13,OFFICE SUPPLIES,1,0,DOD EMALL,OFFICE SUPPLIES,38062712
DEPARTMENT OF THE NAVY,MOMS00006448798,DEPARTMENT OF THE NAVY,GS-02F-XA002,OS2,2/21/2013,NSN2815941: 7530002815941 FILE FLDR - HU,"OTHER, UNDEFINED",NSN2815941: 7530002815941 FILE FLDR - HU,AbilityOne,NSN2815941,11.18,7510,"OTHER, UNDEFINED",HU,1,DOCUMENT IMAGING DIMENSIONS INC.,11.18,OFFICE SUPPLIES,1,0,DOD EMALL,OFFICE SUPPLIES,38062712
DEPARTMENT OF THE NAVY,MOMS00006448798,DEPARTMENT OF THE NAVY,GS-02F-XA002,OS2,2/21/2013,"NSN2822507: 7530002822507,FLDR,LT,1/3 - HU","OTHER, UNDEFINED","NSN2822507: 7530002822507,FLDR,LT,1/3 - HU",AbilityOne,NSN2822507,11.65,7510,"OTHER, UNDEFINED",HU,1,DOCUMENT IMAGING DIMENSIONS INC.,11.65,OFFICE SUPPLIES,1,0,DOD EMALL,OFFICE SUPPLIES,38062712
DEPARTMENT OF THE NAVY,MOMS00006448798,DEPARTMENT OF THE NAVY,GS-02F-XA002,OS2,2/21/2013,"NSN2910098: 7530002910098 FLDR,LTR - HU","OTHER, UNDEFINED","NSN2910098: 7530002910098 FLDR,LTR - HU",AbilityOne,NSN2910098,11.8,7510,"OTHER, UNDEFINED",HU,3,DOCUMENT IMAGING DIMENSIONS INC.,35.4,OFFICE SUPPLIES,3,0,DOD EMALL,OFFICE SUPPLIES,38062712
DEPARTMENT OF THE NAVY,MOMS00006448798,DEPARTMENT OF THE NAVY,GS-02F-XA002,OS2,2/21/2013,"WAU40311: PAPER,250SH,90#EXINDEX,WE - PK","OTHER, UNDEFINED","WAU40311: PAPER,250SH,90#EXINDEX,WE - PK",WAUSAU PAPER PRINTING &,WAU40311,5.91,7510,"OTHER, UNDEFINED",PK,3,DOCUMENT IMAGING DIMENSIONS INC.,17.73,OFFICE SUPPLIES,3,0,DOD EMALL,OFFICE SUPPLIES,38062712
DEPARTMENT OF THE NAVY,MOMS00006449114,DEPARTMENT OF THE NAVY,GS-02F-XA002,OS2,2/21/2013,751000NSH1071: SKILCRAFT Brother DCP-1000/ H - EA,"OTHER, UNDEFINED",751000NSH1071: SKILCRAFT Brother DCP-1000/ H - EA,TRI INDUSTRIES,751000NSH1071,16.12,7510,"OTHER, UNDEFINED",EA,2,DOCUMENT IMAGING DIMENSIONS INC.,32.24,OFFICE SUPPLIES,2,0,DOD EMALL,OFFICE SUPPLIES,38062712
DEPARTMENT OF THE NAVY,MOMS00006449114,DEPARTMENT OF THE NAVY,GS-02F-XA002,OS2,2/21/2013,"XER108R00646: ROLLER,TRANSFR, 6300/6350 - EA","OTHER, UNDEFINED","XER108R00646: ROLLER,TRANSFR, 6300/6350 - EA",Xerox,XER108R00646,72.3,7510,"OTHER, UNDEFINED",EA,2,DOCUMENT IMAGING DIMENSIONS INC.,144.6,OFFICE SUPPLIES,2,0,DOD EMALL,OFFICE SUPPLIES,38062712
DEPARTMENT OF THE NAVY,MOMS00006449137,DEPARTMENT OF THE NAVY,GS-02F-XA002,OS2,2/21/2013,"7520014316251: 3-Hole Punch - Heavy-Duty, 13 - EA","OTHER, UNDEFINED","7520014316251: 3-Hole Punch - Heavy-Duty, 13 - EA",AbilityOne,7.52001E+12,44.72,7510,"OTHER, UNDEFINED",EA,2,DOCUMENT IMAGING DIMENSIONS INC.,89.44,OFFICE SUPPLIES,2,0,DOD EMALL,OFFICE SUPPLIES,38062712
DEPARTMENT OF THE NAVY,MOMS00006449170,DEPARTMENT OF THE NAVY,GS-02F-XA002,OS2,2/21/2013,7520014613779: Go Brite Free Ink Highlighter - BX,"OTHER, UNDEFINED",7520014613779: Go Brite Free Ink Highlighter - BX,AbilityOne,7.52001E+12,5.5,7510,"OTHER, UNDEFINED",BX,10,DOCUMENT IMAGING DIMENSIONS INC.,55,OFFICE SUPPLIES,10,0,DOD EMALL,OFFICE SUPPLIES,38062712
DEPARTMENT OF THE NAVY,MOMS00006449342,DEPARTMENT OF THE NAVY,GS-02F-XA002,OS2,2/21/2013,"HEWCE505A: TONER,F/ HP P2035/2055,BK - EA","OTHER, UNDEFINED","HEWCE505A: TONER,F/ HP P2035/2055,BK - EA",Hewlett Packard,HEWCE505A,65.94,7510,"OTHER, UNDEFINED",EA,3,DOCUMENT IMAGING DIMENSIONS INC.,197.82,OFFICE SUPPLIES,3,0,DOD EMALL,OFFICE SUPPLIES,38062712
DEPARTMENT OF THE NAVY,MOMS00006449383,DEPARTMENT OF THE NAVY,GS-02F-XA002,OS2,2/21/2013,"XER108R00646: ROLLER,TRANSFR, 6300/6350 - EA","OTHER, UNDEFINED","XER108R00646: ROLLER,TRANSFR, 6300/6350 - EA",Xerox,XER108R00646,72.3,7510,"OTHER, UNDEFINED",EA,1,DOCUMENT IMAGING DIMENSIONS INC.,72.3,OFFICE SUPPLIES,1,0,DOD EMALL,OFFICE SUPPLIES,38062712
DEPARTMENT OF THE NAVY,MOMS00006449488,DEPARTMENT OF THE NAVY,GS-02F-XA002,OS2,2/21/2013,HEWC6578AN: 78XL TriClr Inkjet Ctg - EA,"OTHER, UNDEFINED",HEWC6578AN: 78XL TriClr Inkjet Ctg - EA,Hewlett Packard,HEWC6578AN,48.12,7510,"OTHER, UNDEFINED",EA,3,DOCUMENT IMAGING DIMENSIONS INC.,144.36,OFFICE SUPPLIES,3,0,DOD EMALL,OFFICE SUPPLIES,38062712
DEPARTMENT OF THE NAVY,MOMS00006449554,DEPARTMENT OF THE NAVY,GS-02F-XA002,OS2,2/21/2013,"LEXC782X4KG: TONER,GSA,C782,R PRG,XHYB - EA","OTHER, UNDEFINED","LEXC782X4KG: TONER,GSA,C782,R PRG,XHYB - EA",Lexmark,LEXC782X4KG,174.02,7510,"OTHER, UNDEFINED",EA,1,DOCUMENT IMAGING DIMENSIONS INC.,174.02,OFFICE SUPPLIES,1,0,DOD EMALL,OFFICE SUPPLIES,38062712
DEPARTMENT OF THE NAVY,MOMS00006449584,DEPARTMENT OF THE NAVY,GS-02F-XA002,OS2,2/21/2013,"7105012820630CASE: Frame, Picture, Walnut Stain, - CS","OTHER, UNDEFINED","7105012820630CASE: Frame, Picture, Walnut Stain, - CS",AbilityOne,7105012820630CASE,81.51,7510,"OTHER, UNDEFINED",CA,4,DOCUMENT IMAGING DIMENSIONS INC.,326.04,OFFICE SUPPLIES,4,0,DOD EMALL,OFFICE SUPPLIES,38062712
DEPARTMENT OF THE NAVY,MOMS00006449689,DEPARTMENT OF THE NAVY,GS-02F-XA002,OS2,2/21/2013,NSN4841756: 7110014841756 BRDMRK24X36 - EA,"OTHER, UNDEFINED",NSN4841756: 7110014841756 BRDMRK24X36 - EA,AbilityOne,NSN4841756,44.8,7510,"OTHER, UNDEFINED",EA,4,DOCUMENT IMAGING DIMENSIONS INC.,179.2,OFFICE SUPPLIES,4,0,DOD EMALL,OFFICE SUPPLIES,38062712
DEPARTMENT OF THE NAVY,MOMS00006449716,DEPARTMENT OF THE NAVY,GS-02F-XA002,OS2,2/21/2013,"HEWCE262AG: TONER,F/HP CP4025 GOV,YL - EA","OTHER, UNDEFINED","HEWCE262AG: TONER,F/HP CP4025 GOV,YL - EA",Hewlett Packard,HEWCE262AG,214.71,7510,"OTHER, UNDEFINED",EA,3,DOCUMENT IMAGING DIMENSIONS INC.,644.13,OFFICE SUPPLIES,3,0,DOD EMALL,OFFICE SUPPLIES,38062712
DEPARTMENT OF THE NAVY,MOMS00006449716,DEPARTMENT OF THE NAVY,GS-02F-XA002,OS2,2/21/2013,"XER106R01370: TONER,STD CAP PH 3600,BK - EA","OTHER, UNDEFINED","XER106R01370: TONER,STD CAP PH 3600,BK - EA",Xerox,XER106R01370,145.82,7510,"OTHER, UNDEFINED",EA,6,DOCUMENT IMAGING DIMENSIONS INC.,874.92,OFFICE SUPPLIES,6,0,DOD EMALL,OFFICE SUPPLIES,38062712
DEPARTMENT OF THE NAVY,MOMS00006449908,DEPARTMENT OF THE NAVY,GS-02F-XA002,OS2,2/22/2013,"HAM162008: PAPER,LTR,TIDAL,WE - CT","OTHER, UNDEFINED","HAM162008: PAPER,LTR,TIDAL,WE - CT",LINDENMEYR MUNROE,HAM162008,41.86,7510,"OTHER, UNDEFINED",CT,10,DOCUMENT IMAGING DIMENSIONS INC.,418.6,OFFICE SUPPLIES,10,0,DOD EMALL,OFFICE SUPPLIES,38062712
DEPARTMENT OF THE NAVY,MOMS00006449988,DEPARTMENT OF THE NAVY,GS-02F-XA002,OS2,2/22/2013,"7530002822507: MANILA FILE FOLDERS, Letter, - C","OTHER, UNDEFINED","7530002822507: MANILA FILE FOLDERS, Letter, - C",AbilityOne,7.53E+12,11.65,7510,"OTHER, UNDEFINED",HU,5,DOCUMENT IMAGING DIMENSIONS INC.,58.25,OFFICE SUPPLIES,5,0,DOD EMALL,OFFICE SUPPLIES,38062712
DEPARTMENT OF THE NAVY,MOMS00006450209,DEPARTMENT OF THE NAVY,GS-02F-XA002,OS2,2/22/2013,NSN1594450: 7510001594450 TAPE STRAP - RL,"OTHER, UNDEFINED",NSN1594450: 7510001594450 TAPE STRAP - RL,AbilityOne,NSN1594450,6.3,7510,"OTHER, UNDEFINED",RL,20,DOCUMENT IMAGING DIMENSIONS INC.,126,OFFICE SUPPLIES,20,0,DOD EMALL,OFFICE SUPPLIES,38062712
DEPARTMENT OF THE NAVY,MOMS00006450209,DEPARTMENT OF THE NAVY,GS-02F-XA002,OS2,2/22/2013,NSN4845253: PENGELMEDRD - DZ,"OTHER, UNDEFINED",NSN4845253: PENGELMEDRD - DZ,AbilityOne,NSN4845253,12.26,7510,"OTHER, UNDEFINED",DZ,4,DOCUMENT IMAGING DIMENSIONS INC.,49.04,OFFICE SUPPLIES,4,0,DOD EMALL,OFFICE SUPPLIES,38062712
DEPARTMENT OF THE NAVY,MOMS00006450209,DEPARTMENT OF THE NAVY,GS-02F-XA002,OS2,2/22/2013,"RAYALAA24: BATTERY,INDST,ALK,AA,24PK - PK","OTHER, UNDEFINED","RAYALAA24: BATTERY,INDST,ALK,AA,24PK - PK",RAY-O-VAC,RAYALAA24,11.46,7510,"OTHER, UNDEFINED",PK,4,DOCUMENT IMAGING DIMENSIONS INC.,45.84,OFFICE SUPPLIES,4,0,DOD EMALL,OFFICE SUPPLIES,38062712
DEPARTMENT OF THE NAVY,MOMS00006450209,DEPARTMENT OF THE NAVY,GS-02F-XA002,OS2,2/22/2013,"UNV83436: TAPE,WRITE ON,3/4X36YD - RL","OTHER, UNDEFINED","UNV83436: TAPE,WRITE ON,3/4X36YD - RL",UNIVERSAL OFFICE PRODUCTS,UNV83436,0.63,7510,"OTHER, UNDEFINED",RL,35,DOCUMENT IMAGING DIMENSIONS INC.,22.05,OFFICE SUPPLIES,35,0,DOD EMALL,OFFICE SUPPLIES,38062712
DEPARTMENT OF THE NAVY,MOMS00006450474,DEPARTMENT OF THE NAVY,GS-02F-XA002,OS2,2/22/2013,"AVE11492: INDEX,MKR,BIGTB,5T,5ST,WH - PK","OTHER, UNDEFINED","AVE11492: INDEX,MKR,BIGTB,5T,5ST,WH - PK",AVERY/CONSUMER PROD. DIV.,AVE11492,18.75,7510,"OTHER, UNDEFINED",PK,3,DOCUMENT IMAGING DIMENSIONS INC.,56.25,OFFICE SUPPLIES,3,0,DOD EMALL,OFFICE SUPPLIES,38062712
DEPARTMENT OF THE NAVY,MOMS00006450493,DEPARTMENT OF THE NAVY,GS-02F-XA002,OS2,2/22/2013,"NSN3982652: 7530013982652,PAPER,COPY - BX","OTHER, UNDEFINED","NSN3982652: 7530013982652,PAPER,COPY - BX",AbilityOne,NSN3982652,64.51,7510,"OTHER, UNDEFINED",BX,6,DOCUMENT IMAGING DIMENSIONS INC.,387.06,OFFICE SUPPLIES,6,0,DOD EMALL,OFFICE SUPPLIES,38062712
DEPARTMENT OF THE NAVY,MOMS00006450508,DEPARTMENT OF THE NAVY,GS-02F-XA002,OS2,2/22/2013,DDRDR400: Compatible replaces DR400 - EA,"OTHER, UNDEFINED",DDRDR400: Compatible replaces DR400 - EA,DID INC,DDRDR400,31.45,7510,"OTHER, UNDEFINED",EA,2,DOCUMENT IMAGING DIMENSIONS INC.,62.9,OFFICE SUPPLIES,2,0,DOD EMALL,OFFICE SUPPLIES,38062712
DEPARTMENT OF THE NAVY,MOMS00006450538,DEPARTMENT OF THE NAVY,GS-02F-XA002,OS2,2/22/2013,A8OM96475: CLEAR PACKING TAPE 2.6MIL 6PK - PK,"OTHER, UNDEFINED",A8OM96475: CLEAR PACKING TAPE 2.6MIL 6PK - PK,OfficeMax,A8OM96475,13.97,7510,"OTHER, UNDEFINED",PK,4,DOCUMENT IMAGING DIMENSIONS INC.,55.88,OFFICE SUPPLIES,4,0,DOD EMALL,OFFICE SUPPLIES,38062712
DEPARTMENT OF THE NAVY,MOMS00006450570,DEPARTMENT OF THE NAVY,GS-02F-XA002,OS2,2/22/2013,"HEWCE278A: TONER,F/HP P1606,BK - EA","OTHER, UNDEFINED","HEWCE278A: TONER,F/HP P1606,BK - EA",HEWLETT PACKARD,HEWCE278A,66.4,7510,"OTHER, UNDEFINED",EA,5,DOCUMENT IMAGING DIMENSIONS INC.,332,OFFICE SUPPLIES,5,0,DOD EMALL,OFFICE SUPPLIES,38062712
DEPARTMENT OF THE NAVY,MOMS00006450829,DEPARTMENT OF THE NAVY,GS-02F-XA002,OS2,2/22/2013,NSN4612660: 7520014612660 PENLIQ BK.5 - DZ,"OTHER, UNDEFINED",NSN4612660: 7520014612660 PENLIQ BK.5 - DZ,AbilityOne,NSN4612660,14.99,7510,"OTHER, UNDEFINED",DZ,10,DOCUMENT IMAGING DIMENSIONS INC.,149.9,OFFICE SUPPLIES,10,0,DOD EMALL,OFFICE SUPPLIES,38062712
DEPARTMENT OF THE NAVY,MOMS00006450833,DEPARTMENT OF THE NAVY,GS-02F-XA002,OS2,2/22/2013,7510002865755CASE: Pencil #2 Med Soft Lead Grey - CS,"OTHER, UNDEFINED",7510002865755CASE: Pencil #2 Med Soft Lead Grey - CS,AbilityOne,7510002865755CASE,26.18,7510,"OTHER, UNDEFINED",CA,1,DOCUMENT IMAGING DIMENSIONS INC.,26.18,OFFICE SUPPLIES,1,0,DOD EMALL,OFFICE SUPPLIES,38062712
DEPARTMENT OF THE NAVY,MOMS00006450833,DEPARTMENT OF THE NAVY,GS-02F-XA002,OS2,2/22/2013,7510005842489: Double Pocket Portfolio Dark - BX,"OTHER, UNDEFINED",7510005842489: Double Pocket Portfolio Dark - BX,AbilityOne,7.51001E+12,12.55,7510,"OTHER, UNDEFINED",BX,10,DOCUMENT IMAGING DIMENSIONS INC.,125.5,OFFICE SUPPLIES,10,0,DOD EMALL,OFFICE SUPPLIES,38062712
DEPARTMENT OF THE NAVY,MOMS00006450833,DEPARTMENT OF THE NAVY,GS-02F-XA002,OS2,2/22/2013,7520013861618CASE: Recycled Ball Point Pen Black - CS,"OTHER, UNDEFINED",7520013861618CASE: Recycled Ball Point Pen Black - CS,AbilityOne,7520013861618CASE,53.49,7510,"OTHER, UNDEFINED",CA,2,DOCUMENT IMAGING DIMENSIONS INC.,106.98,OFFICE SUPPLIES,2,0,DOD EMALL,OFFICE SUPPLIES,38062712
DEPARTMENT OF THE NAVY,MOMS00006450833,DEPARTMENT OF THE NAVY,GS-02F-XA002,OS2,2/22/2013,7530010607511: Memo Book - 3-1/2' X 4-1/2' - DZ,"OTHER, UNDEFINED",7530010607511: Memo Book - 3-1/2' X 4-1/2' - DZ,AbilityOne,7.53001E+12,9.77,7510,"OTHER, UNDEFINED",DZ,3,DOCUMENT IMAGING DIMENSIONS INC.,29.31,OFFICE SUPPLIES,3,0,DOD EMALL,OFFICE SUPPLIES,38062712
